,股票代码,综合排名,最新季报增长率,EPS,股价强度,SMR,收益额增长稳定性,ROE,年度新高,量比变化,,行业板块,行业板块强度,季报日期,公告日,港股持股比例,当日涨幅,最新业绩预告,预告下限,预告上线
,code,cumulative_rank,new_quarter_eps,eps,rps,smr,eps_stability,roe,decline_range,volume_ratio,index_code,industry_name,industry_rps,period_date,ann_date,hk_hold,pct_chg,forecast,p_change_min,p_change_max
1938,300566.SZ,88.3,71.43,43.5,92.0,88.8,24.1,9.9609,-12.0,0.79,850833.SI,光学元件,87.2,2020-03-31,2020-04-25,,0.44,,,
1939,300567.SZ,84.4,-90.91,75.7,85.8,33.1,91.1,20.6982,-8.0,0.76,850731.SI,仪器仪表,66.1,2020-03-31,2020-04-30,3.89,-0.6,,,
1940,300568.SZ,44.2,-85.0,49.0,33.5,40.2,41.9,6.8145,-21.4,1.09,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-29,0.38,-0.36,,,
1941,300569.SZ,54.9,10.02,79.4,15.1,67.7,47.4,14.1323,-30.4,0.85,857332.SI,风电设备,71.8,2020-03-31,2020-04-29,,-1.46,,,
1942,300570.SZ,44.1,-63.59,57.8,51.5,31.5,27.0,13.3388,-42.0,0.68,851013.SI,通信传输设备,54.6,2020-03-31,2020-04-28,0.17,-1.62,不确定,,
1943,300571.SZ,88.1,-7.84,85.8,71.8,73.9,28.2,31.4806,-33.8,1.53,851014.SI,通信配套服务,78.9,2020-03-31,2020-04-28,0.05,3.64,,,
1944,300572.SZ,62.4,-50.0,81.7,33.5,48.8,33.1,24.7769,-21.0,0.97,850731.SI,仪器仪表,66.1,2020-03-31,2020-04-29,1.2,0.42,,,
1945,300573.SZ,83.9,-1400.0,64.2,98.6,0.3,82.5,6.4439,-7.6,1.38,851512.SI,化学制剂,92.1,2020-03-31,2020-04-27,0.51,-1.95,不确定,,
1946,300575.SZ,83.1,-33.33,67.5,80.7,48.1,32.5,12.0805,-2.7,0.66,850333.SI,农药,65.2,2020-03-31,2020-04-28,,0.41,,,
1947,300576.SZ,75.0,-12.5,39.9,99.6,58.9,6.8,8.398,-22.2,0.83,850335.SI,涂料油漆油墨制造,54.2,2020-03-31,2020-04-29,,-2.43,,,
1948,300577.SZ,54.5,-28.57,76.2,37.8,53.6,21.6,30.7423,-29.1,1.09,851316.SI,其他纺织,44.5,2020-03-31,2020-04-28,3.61,-1.46,,,
1949,300578.SZ,74.1,-65.0,84.3,85.8,53.0,55.2,12.6976,-55.8,0.43,852211.SI,通信运营,28.2,2020-03-31,2020-04-28,,-1.17,,,
1950,300579.SZ,72.7,-217.71,51.3,85.0,15.2,60.1,15.2525,-18.9,0.97,852225.SI,软件开发,91.2,2020-03-31,2020-04-25,0.05,1.46,,,
1951,300580.SZ,71.1,-2.57,45.0,73.2,71.0,2.1,11.5575,-14.1,0.81,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-27,,0.16,,,
1952,300581.SZ,26.4,-371.5,38.2,52.7,23.9,62.5,7.5541,-46.2,0.86,857421.SI,航空装备,43.2,2020-03-31,2020-04-23,,-0.41,,,
1953,300582.SZ,79.5,-11.11,84.6,64.6,54.5,42.6,10.5108,-13.2,1.16,850832.SI,LED,48.5,2020-03-31,2020-04-24,,-1.28,,,
1954,300583.SZ,31.2,-174.87,27.7,39.5,17.7,64.2,3.0379,-23.4,0.31,851511.SI,化学原料药,93.4,2020-03-31,2020-04-29,,-0.67,,,
1955,300584.SZ,79.1,-22.9,63.7,64.6,70.8,15.4,15.7502,-33.0,0.55,851512.SI,化学制剂,92.1,2020-03-31,2020-04-21,,-0.63,,,
1956,300585.SZ,48.4,-32.09,22.2,84.3,57.2,13.9,4.4852,-52.6,0.96,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-21,,-2.07,,,
1957,300586.SZ,32.3,-60.0,61.0,11.0,85.9,42.0,13.8666,-36.2,0.78,850351.SI,其他塑料制品,32.6,2020-03-31,2020-04-27,,-0.67,,,
1958,300587.SZ,62.5,-29.11,61.0,26.6,91.2,39.7,12.8719,-26.4,0.56,850362.SI,其他橡胶制品,84.6,2020-03-31,2020-04-24,,0.56,,,
1959,300588.SZ,17.6,-34.26,22.2,14.0,38.1,74.3,2.2067,-36.0,1.64,852225.SI,软件开发,91.2,2020-03-31,2020-04-21,,1.63,续亏,,
1960,300589.SZ,38.0,-149.21,32.0,52.7,84.0,49.0,9.7034,-27.5,0.48,850935.SI,船舶制造,19.8,2020-03-31,2020-04-28,,0.08,,,
1961,300590.SZ,75.6,-29.41,56.5,81.7,47.3,51.9,17.366,-31.8,0.71,851012.SI,终端设备,80.2,2020-03-31,2020-04-28,0.08,-1.14,,,
1962,300591.SZ,37.6,-500.72,24.8,59.7,6.2,57.0,4.5164,-20.1,0.52,851325.SI,鞋帽,89.0,2020-03-31,2020-04-29,,-2.31,,,
1963,300593.SZ,18.3,-75.0,36.1,12.9,39.3,29.8,10.011,-44.3,2.04,857335.SI,储能设备,75.3,2020-03-31,2020-04-29,,2.96,,,
1964,300595.SZ,96.8,-24.92,73.3,91.5,70.9,11.3,26.0695,0.0,0.78,851551.SI,医疗器械,94.7,2020-03-31,2020-04-25,2.02,4.53,,,
1965,300596.SZ,78.5,4.54,61.5,60.6,86.0,24.9,17.5993,-25.1,0.76,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-15,0.92,0.61,,,
1966,300597.SZ,23.1,0.0,28.5,11.9,64.1,4.7,5.3485,-35.9,0.81,851014.SI,通信配套服务,78.9,2020-03-31,2020-04-24,,-1.51,,,
1967,300598.SZ,94.2,-319.29,98.2,99.9,17.4,76.1,30.598,-33.4,1.18,852225.SI,软件开发,91.2,2020-03-31,2020-04-29,,1.28,,,
1968,300599.SZ,59.4,-47.37,68.3,74.5,41.3,30.1,15.5353,-16.6,0.79,850616.SI,管材,3.5,2020-03-31,2020-04-23,,-1.63,,,
1969,300600.SZ,4.6,-40.0,28.9,2.6,53.4,6.2,7.745,-55.1,1.12,850935.SI,船舶制造,19.8,2020-03-31,2020-04-28,,-3.37,,,
1970,300601.SZ,98.2,-97.62,90.4,99.0,39.0,54.9,25.0492,-0.9,0.84,851531.SI,生物制品,96.0,2020-03-31,2020-04-28,3.02,1.21,,,
1971,300602.SZ,92.8,7.69,80.9,72.6,83.0,40.5,26.2072,-26.5,0.74,850852.SI,电子零部件制造,100.0,2020-03-31,2020-04-28,0.28,-1.15,,,
1972,300603.SZ,76.6,-47.83,85.2,45.5,77.3,68.4,8.5365,-42.2,0.67,851014.SI,通信配套服务,78.9,2020-03-31,2020-04-29,0.04,2.87,,,
1973,300604.SZ,73.3,0.0,21.1,90.8,69.0,37.1,1.627,-19.0,0.99,850727.SI,其它专用机械,88.5,2020-03-31,2020-04-29,0.07,-0.37,,,
1974,300605.SZ,31.0,6.8,51.3,2.9,69.9,4.5,11.6059,-48.2,1.01,852225.SI,软件开发,91.2,2020-03-31,2020-04-29,,-0.98,,,
1975,300606.SZ,47.8,-35.71,47.3,70.3,55.2,15.9,11.3132,-52.9,1.11,850713.SI,磨具磨料,38.3,2020-03-31,2020-04-21,,-2.37,,,
1976,300607.SZ,85.5,246.67,41.1,95.5,96.5,63.2,14.4434,-14.2,0.66,850716.SI,其它通用机械,63.9,2020-03-31,2020-04-23,0.38,0.01,,,
1977,300608.SZ,31.0,41.03,52.0,6.5,53.0,40.4,12.1947,-39.9,1.07,852225.SI,软件开发,91.2,2020-03-31,2020-04-29,,-0.74,,,
1978,300609.SZ,54.5,-184.76,44.0,68.3,21.3,90.1,12.2684,-19.4,1.03,852226.SI,IT服务,70.5,2020-03-31,2020-04-24,,-2.62,,,
1979,300610.SZ,71.6,30.0,53.8,50.2,80.6,7.0,11.8611,-11.6,0.93,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-29,,0.33,,,
1980,300611.SZ,20.3,-119.8,22.1,41.1,26.1,22.4,2.8188,-35.9,0.38,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-24,,-0.73,,,
1981,300612.SZ,67.5,0.0,20.2,67.5,80.9,57.8,2.5174,-2.9,0.64,852243.SI,营销服务,88.1,2020-03-31,2020-04-28,,10.02,,,
1982,300613.SZ,76.7,215.37,33.1,73.2,94.8,54.7,7.525,-12.2,2.11,850811.SI,集成电路,80.6,2020-03-31,2020-04-27,0.55,4.76,,,
1983,300615.SZ,3.3,-35.15,21.6,3.8,23.8,18.7,3.6355,-62.7,0.74,851013.SI,通信传输设备,54.6,2020-03-31,2020-04-28,,-1.79,,,
1984,300616.SZ,21.9,-558.33,60.6,37.8,10.0,62.3,16.1003,-31.5,1.37,851432.SI,家具,7.9,2020-03-31,2020-04-29,3.05,-1.47,,,
1985,300617.SZ,61.9,28.57,30.4,84.3,79.0,5.9,7.5701,0.0,3.57,857344.SI,线缆部件及其他,15.0,2020-03-31,2020-04-27,,-2.85,预增,64.24,91.61
1986,300618.SZ,90.9,138.1,93.7,58.6,89.9,77.7,0.7539,-33.0,0.5,850544.SI,其他稀有小金属,89.9,2020-03-31,2020-04-24,1.52,0.67,,,
1987,300619.SZ,24.0,-513.95,31.8,33.5,5.8,60.6,8.7529,-31.2,1.31,850727.SI,其它专用机械,88.5,2020-03-31,2020-04-24,,-2.48,不确定,,
1988,300620.SZ,70.3,40.13,39.0,72.6,83.2,27.9,9.6919,-10.6,1.03,851013.SI,通信传输设备,54.6,2020-03-31,2020-04-15,,1.09,,,
1989,300621.SZ,35.0,-128.57,36.4,62.5,21.1,42.1,9.6742,-28.3,1.92,857221.SI,装修装饰,45.4,2020-03-31,2020-04-29,,-1.0,,,
1990,300622.SZ,14.9,-128.57,38.8,9.4,22.8,28.6,11.6414,-35.9,0.73,852041.SI,专业连锁,68.7,2020-03-31,2020-04-28,,-1.26,,,
1991,300623.SZ,86.8,7.69,49.8,81.7,82.4,3.1,10.5492,-5.7,2.46,850812.SI,分立器件,86.3,2020-03-31,2020-04-25,1.18,4.14,,,
1992,300624.SZ,88.7,28.12,42.6,86.4,88.7,3.4,12.6482,0.0,1.02,852225.SI,软件开发,91.2,2020-03-31,2020-04-18,0.62,10.0,,,
1993,300625.SZ,30.5,-10.45,37.1,57.6,6.4,24.0,11.3158,-24.2,0.91,850832.SI,LED,48.5,2020-03-31,2020-04-25,,-1.18,,,
1994,300626.SZ,50.4,-20.0,22.1,76.4,23.0,60.8,4.5502,-3.9,1.14,850741.SI,电机,67.8,2020-03-31,2020-04-27,,-1.51,,,
1995,300627.SZ,70.3,2.88,44.9,59.7,73.3,20.9,14.9484,-12.3,1.57,851012.SI,终端设备,80.2,2020-03-31,2020-04-28,,-2.09,,,
1996,300628.SZ,64.1,40.17,72.3,16.2,87.9,20.0,31.2919,-16.2,0.93,851012.SI,终端设备,80.2,2020-03-31,2020-04-15,2.1,2.41,,,
1997,300629.SZ,59.9,0.0,11.7,79.2,98.3,54.6,-5.1853,-2.2,1.61,850713.SI,磨具磨料,38.3,2020-03-31,2020-04-23,,1.79,,,
1998,300630.SZ,83.8,14.4,83.9,39.5,86.1,29.0,29.6813,-14.9,0.74,851512.SI,化学制剂,92.1,2020-03-31,2020-04-28,0.89,2.43,,,
1999,300631.SZ,39.0,41.03,41.0,55.2,56.1,20.8,8.5231,-26.6,0.73,851641.SI,环保工程及服务,26.4,2020-03-31,2020-04-28,,-1.78,,,
2000,300632.SZ,79.4,-29.41,81.6,66.6,67.7,29.9,24.3648,-24.6,1.15,850832.SI,LED,48.5,2020-03-31,2020-04-25,,4.84,,,
2001,300633.SZ,66.4,-167.22,43.3,79.2,0.9,45.5,7.479,-2.7,0.74,851551.SI,医疗器械,94.7,2020-03-31,2020-04-22,1.03,1.09,,,
2002,300634.SZ,57.1,-42.86,47.9,53.9,49.8,21.4,10.2013,-19.2,0.86,852226.SI,IT服务,70.5,2020-03-31,2020-04-28,0.08,-1.02,,,
2003,300635.SZ,53.0,-302.37,37.3,93.7,11.5,45.8,9.4342,-5.7,0.64,857244.SI,其他专业工程,24.7,2020-03-31,2020-04-27,,0.24,,,
2004,300636.SZ,95.6,253.24,51.3,95.3,95.6,47.2,7.081,0.0,0.98,851511.SI,化学原料药,93.4,2020-03-31,2020-04-17,,9.46,,,
2005,300637.SZ,36.1,-106.25,65.0,17.4,27.0,41.9,13.6947,-31.5,1.01,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-24,,-2.44,略减,,
2006,300638.SZ,96.1,21.88,85.6,75.4,85.5,57.3,19.4183,0.0,0.81,851014.SI,通信配套服务,78.9,2020-03-31,2020-04-25,0.9,2.72,,,
2007,300639.SZ,96.7,12.5,59.6,99.3,84.7,11.2,14.3757,-2.5,0.85,851551.SI,医疗器械,94.7,2020-03-31,2020-04-28,,-0.44,,,
2008,300640.SZ,45.0,-25.98,21.2,80.7,56.7,17.3,14.0455,-10.4,0.89,851433.SI,其他家用轻工,15.4,2020-03-31,2020-04-28,,-0.94,,,
2009,300641.SZ,35.5,0.0,20.3,42.6,54.1,13.6,3.0752,-21.5,0.23,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-27,,-0.43,,,
2010,300642.SZ,71.7,-224.12,50.2,77.5,12.8,40.9,14.3213,-6.5,0.82,851551.SI,医疗器械,94.7,2020-03-31,2020-04-25,,0.8,首亏,,
2011,300643.SZ,64.4,650.0,23.1,87.5,98.9,65.2,4.6449,-50.5,1.02,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-29,,-2.85,,,
2012,300644.SZ,42.9,-15.96,23.7,66.6,48.4,24.8,4.2617,-32.8,0.71,850353.SI,改性塑料,63.0,2020-03-31,2020-04-29,,-0.95,,,
2013,300645.SZ,41.1,-850.0,33.8,63.5,1.5,71.6,7.4714,-12.4,2.04,852226.SI,IT服务,70.5,2020-03-31,2020-04-29,,4.98,,,
2014,300647.SZ,11.9,-50.0,21.7,4.1,18.0,23.4,1.9452,-34.1,1.12,850852.SI,电子零部件制造,100.0,2020-03-31,2020-04-29,,-1.27,,,
2015,300648.SZ,23.3,-280.62,18.3,51.5,19.6,48.3,0.6681,-36.0,0.51,850731.SI,仪器仪表,66.1,2020-03-31,2020-04-28,,0.12,,,
2016,300649.SZ,39.8,4.0,71.8,25.1,75.6,14.1,17.4189,-32.2,1.0,857251.SI,园林工程,12.8,2020-03-31,2020-04-27,,-1.1,,,
2017,300650.SZ,41.5,-166.67,39.4,66.6,18.2,38.0,9.9779,-23.9,1.01,850832.SI,LED,48.5,2020-03-31,2020-04-28,,-1.78,不确定,,
2018,300651.SZ,33.3,-27.65,32.7,16.2,91.3,10.0,6.4538,-33.5,0.96,851435.SI,文娱用品,73.6,2020-03-31,2020-04-28,,1.3,,,
2019,300652.SZ,40.2,-35.71,31.3,47.0,49.4,14.1,8.3544,-15.3,0.8,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-29,,0.05,,,
2020,300653.SZ,92.7,-29.41,67.2,81.7,69.6,21.5,19.2211,0.0,0.79,851551.SI,医疗器械,94.7,2020-03-31,2020-04-29,0.53,2.79,,,
2021,300654.SZ,14.6,-200.0,34.5,16.2,11.8,38.4,7.3285,-48.6,0.48,852241.SI,平面媒体,85.5,2020-03-31,2020-04-25,,-0.21,,,
2022,300655.SZ,69.2,-27.06,33.9,98.5,37.5,23.7,5.8259,-28.4,0.87,850324.SI,其他化学原料,72.7,2020-03-31,2020-04-29,,-2.05,,,
2023,300656.SZ,54.8,13.71,29.7,45.5,72.9,11.5,7.5791,-19.3,0.71,850841.SI,其他电子,93.8,2020-03-31,2020-04-25,,-1.62,,,
2024,300657.SZ,62.0,-166.86,68.1,58.6,10.7,67.6,17.9408,-19.0,0.82,850822.SI,印制电路板,78.4,2020-03-31,2020-04-28,1.05,0.52,不确定,,
2025,300658.SZ,77.5,339.79,41.9,95.9,97.9,53.4,10.2007,-38.4,0.46,851316.SI,其他纺织,44.5,2020-03-31,2020-04-28,,-2.97,,,
2026,300659.SZ,91.9,-120.0,84.9,86.8,29.0,69.6,24.3321,-6.6,0.88,852225.SI,软件开发,91.2,2020-03-31,2020-04-18,0.39,1.97,,,
2027,300660.SZ,69.2,8.41,34.0,69.2,88.1,18.0,10.372,-15.5,0.66,850741.SI,电机,67.8,2020-03-31,2020-04-27,,-0.69,,,
2028,300661.SZ,96.4,92.63,59.2,98.8,93.7,25.0,17.6746,0.0,0.98,850811.SI,集成电路,80.6,2020-03-31,2020-04-28,2.6,5.91,,,
2029,300662.SZ,65.8,3.76,69.4,75.9,53.3,15.7,19.158,-14.5,1.2,852151.SI,其他休闲服务,5.7,2020-03-31,2020-04-29,0.22,-2.55,,,
2030,300663.SZ,70.9,62.5,36.6,67.5,85.5,14.9,6.729,-31.8,1.11,852225.SI,软件开发,91.2,2020-03-31,2020-04-29,0.19,4.24,,,
2031,300664.SZ,38.8,25.98,49.5,33.5,81.7,21.2,9.1368,-21.0,0.59,851621.SI,水务,21.1,2020-03-31,2020-04-27,0.01,-2.63,,,
2032,300665.SZ,18.6,-775.81,24.2,39.5,7.1,68.4,4.6575,-19.2,0.53,850335.SI,涂料油漆油墨制造,54.2,2020-03-31,2020-04-21,,-0.5,,,
2033,300666.SZ,78.4,60.0,38.2,85.8,94.1,29.6,9.9046,-16.0,0.91,850813.SI,半导体材料,57.7,2020-03-31,2020-04-25,0.59,-0.38,预增,50.0,80.0
2034,300667.SZ,43.6,-225.0,35.1,56.4,36.1,59.6,5.3458,-23.7,1.0,850731.SI,仪器仪表,66.1,2020-03-31,2020-04-29,,0.58,,,
2035,300668.SZ,28.0,-53.84,61.6,25.1,43.7,24.4,18.6193,-30.5,1.04,850623.SI,房屋建设,22.5,2020-03-31,2020-04-21,,-1.33,,,
2036,300669.SZ,63.4,-13.64,44.0,86.4,58.9,23.7,11.2361,-5.8,0.6,850728.SI,楼宇设备,13.2,2020-03-31,2020-04-27,,-2.64,,,
2037,300670.SZ,2.3,-127.41,25.6,1.4,19.1,28.6,4.6576,-64.5,1.12,857342.SI,中压设备,42.7,2020-03-31,2020-04-16,,-1.12,,,
2038,300671.SZ,72.6,66.67,34.6,78.8,86.5,34.4,6.425,-34.3,1.33,850811.SI,集成电路,80.6,2020-03-31,2020-04-29,,-2.24,,,
2039,300672.SZ,67.6,-932.45,42.0,59.7,85.0,80.2,6.2829,-27.1,1.21,850811.SI,集成电路,80.6,2020-03-31,2020-04-25,0.06,0.2,,,
2040,300673.SZ,71.7,100.0,31.7,83.4,88.8,37.3,5.0104,-2.5,1.67,850141.SI,饲料,40.5,2020-03-31,2020-04-29,,6.13,,,
2041,300674.SZ,89.5,424.0,58.2,86.4,95.0,67.3,15.6206,-11.7,0.92,852226.SI,IT服务,70.5,2020-03-31,2020-04-22,0.5,-0.85,,,
2042,300675.SZ,13.9,10.73,37.5,11.9,64.9,72.0,8.023,-38.8,0.78,850623.SI,房屋建设,22.5,2020-03-31,2020-04-21,,0.3,,,
2043,300676.SZ,89.3,42.62,34.5,97.7,86.9,9.2,6.5181,-5.1,0.89,851551.SI,医疗器械,94.7,2020-03-31,2020-04-25,2.79,4.8,,,
2044,300677.SZ,98.3,288.24,64.0,100.0,95.8,45.6,12.9666,-3.3,0.59,851551.SI,医疗器械,94.7,2020-03-31,2020-04-27,1.16,1.95,,,
2045,300678.SZ,50.3,58.82,31.0,42.6,90.6,35.1,6.0865,-25.0,1.75,852226.SI,IT服务,70.5,2020-03-31,2020-04-25,,2.28,,,
2046,300679.SZ,62.5,-60.0,23.2,77.5,63.5,24.1,5.3214,-40.2,0.99,850852.SI,电子零部件制造,100.0,2020-03-31,2020-04-28,1.07,-3.22,,,
2047,300680.SZ,85.6,-31.12,96.4,47.0,72.3,67.9,5.6054,0.0,0.75,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-29,,-3.36,,,
2048,300681.SZ,56.3,71.42,15.5,79.2,61.9,52.3,-13.0728,-9.3,0.59,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-25,,0.22,不确定,,
2049,300682.SZ,86.2,259.07,92.7,51.5,94.5,99.9,34.0092,-30.4,0.86,852226.SI,IT服务,70.5,2020-03-31,2020-04-29,1.32,-1.25,不确定,,
2050,300683.SZ,63.5,-86.21,21.8,94.0,32.5,29.4,3.6523,-32.9,0.86,851531.SI,生物制品,96.0,2020-03-31,2020-04-28,,3.86,,,
2051,300684.SZ,96.3,60.76,82.2,87.8,90.0,97.9,16.8266,-19.8,0.75,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-29,0.5,-1.99,,,
2052,300685.SZ,90.7,-21.74,61.1,85.0,63.3,39.3,16.3336,0.0,1.15,851551.SI,医疗器械,94.7,2020-03-31,2020-04-21,2.56,6.27,,,
2053,300686.SZ,99.5,-19.89,99.3,87.4,88.9,90.1,18.7585,-23.4,0.74,850852.SI,电子零部件制造,100.0,2020-03-31,2020-04-18,,-0.4,,,
2054,300687.SZ,77.0,554.55,30.4,83.4,91.5,61.8,7.8028,-12.5,0.49,852226.SI,IT服务,70.5,2020-03-31,2020-04-29,,1.19,,,
2055,300688.SZ,8.9,-136.36,27.9,8.2,23.0,65.3,4.3051,-42.1,0.62,852311.SI,综合,64.3,2020-03-31,2020-04-28,,-1.69,预减,,
2056,300689.SZ,54.0,-66.67,36.8,66.6,43.9,24.4,8.1295,-35.2,0.93,851012.SI,终端设备,80.2,2020-03-31,2020-04-25,,-1.75,,,
2057,300690.SZ,81.7,31.25,50.9,69.8,90.6,27.4,15.6816,-11.2,1.1,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-15,,1.6,,,
2058,300691.SZ,27.7,-144.44,32.6,42.6,16.9,33.6,8.3808,-46.2,0.81,850833.SI,光学元件,87.2,2020-03-31,2020-04-29,,-2.35,首亏,,
2059,300692.SZ,60.4,33.33,67.7,52.7,83.7,17.6,11.5257,-27.8,0.83,851621.SI,水务,21.1,2020-03-31,2020-04-28,,-2.22,,,
2060,300693.SZ,78.8,540.12,35.6,78.8,96.6,61.4,9.7565,-15.1,0.89,857335.SI,储能设备,75.3,2020-03-31,2020-04-28,,-2.17,,,
2061,300695.SZ,78.7,34.04,35.8,83.4,89.4,16.4,11.9075,-2.8,0.67,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-29,,-0.09,,,
2062,300696.SZ,75.7,10.0,42.7,78.8,86.3,44.9,9.8004,0.0,0.87,857421.SI,航空装备,43.2,2020-03-31,2020-04-27,,1.55,,,
2063,300697.SZ,57.7,-53.84,73.5,51.5,32.6,38.2,16.1842,-22.4,0.79,850552.SI,铜,47.1,2020-03-31,2020-04-25,,-1.18,,,
2064,300698.SZ,19.0,-700.0,26.9,47.0,10.0,64.6,1.3976,-41.6,0.57,851013.SI,通信传输设备,54.6,2020-03-31,2020-04-29,,0.37,首亏,,
2065,300698.SZ,19.0,-700.0,26.9,47.0,10.0,64.6,1.0308,-41.6,0.57,851013.SI,通信传输设备,54.6,2020-03-31,2020-04-29,,0.37,首亏,,
2066,300699.SZ,93.6,6.45,71.6,93.5,80.5,18.1,17.0852,-0.3,1.04,850344.SI,其他纤维,57.3,2020-03-31,2020-04-28,2.82,4.12,,,
2067,300700.SZ,17.4,168.0,18.2,36.3,66.0,56.7,-8.5312,-48.7,1.13,850713.SI,磨具磨料,38.3,2020-03-31,2020-04-29,,-0.72,,,
2068,300701.SZ,70.8,57.14,54.6,39.5,93.6,15.1,16.1225,-16.2,0.65,850833.SI,光学元件,87.2,2020-03-31,2020-04-27,,-0.98,,,
2069,300702.SZ,99.8,32.86,90.6,99.4,86.9,69.9,33.6277,-0.2,0.95,851512.SI,化学制剂,92.1,2020-03-31,2020-04-24,0.73,9.51,,,
2070,300703.SZ,67.7,-171.43,53.4,85.0,9.3,50.0,17.4099,-17.5,0.89,851435.SI,文娱用品,73.6,2020-03-31,2020-04-27,,-0.43,,,
2071,300705.SZ,71.5,-25.0,33.6,71.8,63.2,16.9,7.4412,-10.1,0.53,851512.SI,化学制剂,92.1,2020-03-31,2020-04-28,,2.36,,,
2072,300706.SZ,36.8,-200.0,22.3,80.7,1.5,38.6,3.3547,-23.0,0.99,850813.SI,半导体材料,57.7,2020-03-31,2020-04-28,0.0,-0.12,,,
2073,300707.SZ,55.9,50.54,31.3,63.5,85.4,35.0,5.7123,-34.5,0.96,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-20,,-2.01,,,
2074,300708.SZ,53.0,166.67,24.0,73.9,82.0,62.8,1.1153,-34.0,0.96,850832.SI,LED,48.5,2020-03-31,2020-04-21,0.0,-1.44,,,
2075,300709.SZ,99.6,1000.0,90.9,94.9,96.9,79.0,12.7089,-22.4,0.75,850852.SI,电子零部件制造,100.0,2020-03-31,2020-04-24,1.15,-1.76,,,
2076,300710.SZ,12.2,-168.74,21.9,26.6,8.7,56.7,2.1041,-22.4,1.05,851013.SI,通信传输设备,54.6,2020-03-31,2020-04-29,,-1.82,,,
2077,300711.SZ,9.6,-192.63,24.2,3.5,24.0,47.2,3.0083,-38.2,0.84,851012.SI,终端设备,80.2,2020-03-31,2020-04-24,,-0.17,,,
2078,300712.SZ,33.2,-58.51,33.5,70.7,38.3,13.7,7.6246,-30.1,0.68,857235.SI,其他基础建设,11.9,2020-03-31,2020-04-28,,-0.37,,,
2079,300713.SZ,15.1,-613.79,13.7,31.7,43.3,63.5,-3.0316,-56.3,1.11,857335.SI,储能设备,75.3,2020-03-31,2020-04-28,,-0.58,,,
2080,300715.SZ,94.8,23.08,81.1,95.1,88.9,30.8,18.1577,-1.3,1.44,850614.SI,其他建材,35.2,2020-03-31,2020-04-23,,6.55,预增,40.0,70.0
2081,300716.SZ,6.1,-520.0,22.4,14.0,7.9,58.1,3.1038,-49.6,0.71,850353.SI,改性塑料,63.0,2020-03-31,2020-04-27,,-1.17,不确定,,
2082,300717.SZ,33.9,-24.94,38.6,45.5,64.7,3.6,9.1951,-34.0,0.96,850351.SI,其他塑料制品,32.6,2020-03-31,2020-04-28,,0.07,,,
2083,300718.SZ,38.0,-13.33,53.2,36.3,54.9,21.3,11.0607,-44.9,1.08,850712.SI,机械基础件,56.8,2020-03-31,2020-04-21,,-1.69,,,
2084,300719.SZ,39.1,-11.26,33.2,48.6,70.0,56.2,7.5969,-28.4,0.64,857421.SI,航空装备,43.2,2020-03-31,2020-04-29,,-0.18,,,
2085,300720.SZ,53.6,29.94,37.7,53.9,83.9,5.0,9.4981,-38.6,1.84,850731.SI,仪器仪表,66.1,2020-03-31,2020-04-24,,2.37,,,
2086,300721.SZ,38.3,-383.74,19.0,69.8,7.6,50.6,0.7642,-18.2,0.69,850339.SI,其他化学制品,79.3,2020-03-31,2020-04-24,,-2.25,,,
2087,300722.SZ,21.1,-98.86,45.6,14.0,28.7,23.7,9.0267,-28.2,0.61,857411.SI,航天装备,61.2,2020-03-31,2020-04-27,,-2.56,,,
2088,300723.SZ,71.0,-10.0,35.7,59.7,83.0,26.9,10.9378,-12.5,1.11,851512.SI,化学制剂,92.1,2020-03-31,2020-04-21,0.7,1.73,,,
2089,300724.SZ,98.3,-10.34,81.3,98.9,68.1,47.3,15.9807,-1.8,0.76,850727.SI,其它专用机械,88.5,2020-03-31,2020-04-29,3.19,1.74,,,
2090,300725.SZ,98.6,-17.39,82.4,94.5,71.5,20.9,22.6867,0.0,2.17,851511.SI,化学原料药,93.4,2020-03-31,2020-04-29,1.72,10.0,,,
2091,300726.SZ,81.1,-25.25,56.5,74.5,65.5,26.4,17.7095,-22.9,1.08,850823.SI,被动元件,92.5,2020-03-31,2020-04-29,1.49,-1.29,,,
2092,300727.SZ,30.2,-45.45,45.0,31.7,46.4,30.8,9.4015,-20.3,1.76,850338.SI,纺织化学用品,38.8,2020-03-31,2020-04-24,,2.19,,,
